"id,label,modifications,mod_sim,length,first_word,color,oorig_inst_id,n_tokens,n_verbs,n_cj_sb_prep,n_nouns,n_uniq_nouns,n_punct,n_pronouns,n_numbers,n_it,n_spatial,n_temporal,verbs,cj_sb_prep,nouns,instruction,images,id,anns_id,high_descs_id,assignment_id,label,modifications,mod_sim,length,first_word,color,oorig_inst_id,n_tokens,n_verbs,n_cj_sb_prep,n_nouns,n_uniq_nouns,n_punct,n_pronouns,n_numbers,n_it,n_spatial,n_temporal,verbs,cj_sb_prep,nouns,instruction,images",id,anns_id,high_descs_id,assignment_id,label,modifications,mod_sim,length,first_word,color,oorig_inst_id,n_tokens,n_verbs,n_cj_sb_prep,n_nouns,n_uniq_nouns,n_punct,n_pronouns,n_numbers,n_it,n_spatial,n_temporal,verbs,cj_sb_prep,nouns,instruction,images,n_punct_cat,n_punct_bincat,n_cj_sb_prep_cat,n_cj_sb_prep_bincat,n_nouns_cat,n_nouns_bincat,n_uniq_nouns_cat,n_uniq_nouns_bincat,n_numbers_cat,n_numbers_bincat,n_spatial_cat,n_spatial_bincat,n_temporal_cat,n_temporal_bincat,n_it_cat,n_it_bincat,n_pronouns_cat,n_pronouns_bincat,verb_motion_bin,verb_num_motion,verb_motion_cat,verb_direct_interaction_bin,verb_num_direct_interaction,verb_direct_interaction_cat,verb_indirect_interaction_bin,verb_num_indirect_interaction,verb_indirect_interaction_cat,verb_other_bin,verb_num_other,verb_other_cat
,466232,2,3,A1MKCTVKE7J0ZP_3Q5ZZ9ZEVRW6WZJGGFPET1ZYEMY857,0,"[(microwave, lid)]",0.35,14,Open,False,466231,14,2,2,4,4,0,0,0,0,0,0,open=put,in=in,lid=spoon=cup=microwave,Open the lid and put the spoon in the cup in the microwave.,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_and_place_with_movable_recep-Spoon-Cup-CounterTop-30/trial_T20190918_181826_283810/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,526055,2,8,ARB8SJAWXUWTD_3R9WASFE227L3HZQRPRHTJ7HW0QZFC,1,[],1,4,Go,False,526055,4,1,1,1,1,0,0,0,0,0,0,go,to,stove,Go to the stove,/storage/scratch2/share/eb_research/alfred/full_2.1/valid_seen/pick_and_place_with_movable_recep-PotatoSliced-Pot-DiningTable-28/trial_T20190910_001038_953470/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,213322,1,5,A24RGLS3BRZ60J_3QIYRE09Y680WDRZH2129UWELB3N1K,0,"[(right, 'left')]",0.64,14,Carry,False,213320,14,3,2,3,3,0,0,0,0,1,0,carry=turn=go,to=to,bowl=left=sink,Carry the bowl and turn to the left and go to the sink.,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_and_place_with_movable_recep-Spoon-Bowl-SinkBasin-1/trial_T20190908_095600_923460/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,224976,0,1,A1MKCTVKE7J0ZP_3IFS6Q0HJL00R7T41XEDZ134V7UISK,1,[],1,15,Pick,False,224976,15,1,4,4,4,1,0,0,0,1,0,pick,up=on=to=of,knife=counter=left=soap,"Pick up the knife on the counter, to the left of the soap.",/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_heat_then_place_in_recep-BreadSliced-None-Fridge-19/trial_T20190908_070259_699724/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,496380,0,0,A1O3TWBUDONVLO_3AZHRG4CU71L0VR97SO6LPVWHMF30X,0,"[(left, 'right')]",0.64,21,Turn,False,496379,21,5,2,3,3,1,0,0,0,3,0,turn=walk=turn=walk=face,to=past,right=counter=sink,"Turn to the right and walk past the counter, then turn right and walk forward to face the sink.",/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_heat_then_place_in_recep-PotatoSliced-None-DiningTable-7/trial_T20190908_032630_694906/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,438719,0,0,A6U2C66WQ7QQN_326O153BMLPQU2UY4WIEK93EWGSEDZ,1,[],1,14,Head,False,438719,14,2,3,4,3,1,0,0,0,0,0,head=take,to=of=from,sink=bar=soap=sink,"Head straight to the sink, take a bar of soap from the sink",/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_two_obj_and_place-SoapBar-None-Drawer-420/trial_T20190908_124846_193413/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41959,1,7,A1K5ILJMG439M5_3LO69W1SU647CSEHN86Q3PWVI5ZLGT,1,[],1,13,Cook,False,41959,13,2,2,2,2,0,1,0,1,0,0,cook=take,in=out,apple=microwave,Cook the apple in the microwave and then take it out again.,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_heat_then_place_in_recep-AppleSliced-None-DiningTable-17/trial_T20190918_205809_436531/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,166034,1,0,A2MHM7JK1T9XHR_3A0EX8ZRNB5N0LR7UTELV0NSGEPYBB,0,"[(stove, doorway)]",0.28,12,Walk,False,166033,12,1,3,3,3,0,0,0,0,1,0,walk,to=on=of,doorway=side=room,Walk to the doorway on the left side of the room.,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_cool_then_place_in_recep-Bowl-None-Cabinet-2/trial_T20190907_021058_144729/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,486650,0,6,A255A9FFZD8PQW_3E4GGUZ1TBI6DSOS3T90MLPFJN32K4,0,"[(table, ground)]",0.31,7,Place,False,486649,7,1,1,2,2,0,0,0,0,0,0,place,on,box=ground,Place the box on the ground.,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_and_place_with_movable_recep-Watch-Box-DiningTable-228/trial_T20190908_215647_492785/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,114420,2,9,ARB8SJAWXUWTD_3X31TUMD70DA8DOE5PLNW2SPGJUL1D,1,[],1,6,Put,False,114420,6,1,1,2,2,0,0,0,0,0,0,put,in,apple=pot,Put the apple in the pot,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_and_place_with_movable_recep-AppleSliced-Pot-Fridge-7/trial_T20190918_160809_847364/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,162439,2,3,A12HZGOZQD5YK7_3XXU1SWE8PMT55CSCFSX9JT4HLDA0H,0,"[(counter, cheek)]",0.21,7,Cut,False,162437,7,1,1,2,2,0,0,0,0,0,0,cut,on,apple=cheek,Cut the apple on the cheek.,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_clean_then_place_in_recep-AppleSliced-None-Fridge-13/trial_T20190909_062552_139539/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,447822,3,0,A3MLUEOP3CCLXL_3XIQGXAUMFPBY4Y7CGG37KUNV6L7XL,0,"[(left, 'right')]",0.64,18,Turn,False,447821,18,2,4,3,3,0,0,0,0,3,0,turn=walk,to=to=of=to,counter=left=stove,Turn right and walk to the counter to the left of the stove that is to your left,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_and_place_with_movable_recep-PotatoSliced-Pan-Fridge-6/trial_T20190907_012722_837128/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,536633,3,8,A3F7G1FSFWQPLE_3D8YOU6S9H10D0Q7O10OHZVN7SYU6Q,1,[],1,25,Turn,True,536633,25,5,4,4,3,1,0,0,0,3,0,turn=begin=walk=hang=walk,across=over=to=on,room=right=table=right,"Turn right and begin walking across the room, then hang a right and walk over to the small white table on your right.",/storage/scratch2/share/eb_research/alfred/full_2.1/valid_seen/pick_and_place_with_movable_recep-PotatoSliced-Pot-DiningTable-21/trial_T20190907_113142_479158/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,291918,0,5,A2TBXASXZIRNNW_382M9COHEK6CB45KQR83U972IWDUEB,1,[],1,10,Place,False,291918,10,1,2,3,3,0,0,0,0,0,0,place,in=of,egg=shelf=fridge,Place the egg in the bottom shelf of the fridge,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_heat_then_place_in_recep-Egg-None-Fridge-17/trial_T20190909_130835_721326/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11928,0,4,A2BLQ1GVEHJR8T_32RIADZISVVE4PGNCG1Q6MDNK0B4SS,0,"[(path, legs)]",0.22,12,Turn,False,11927,12,2,1,4,4,0,0,0,0,0,0,turn=retrace,to,leg=sofa=end=table,Turn around and retrace your legs to the sofa end table.,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_two_obj_and_place-RemoteControl-None-ArmChair-214/trial_T20190909_011022_706846/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,292643,1,3,AFU00NU09CFXE_3M23Y66PO5OKYNY3ZW5O2YDZM5D6S6,0,"[(left, 'right')]",0.64,14,Place,False,292640,14,1,3,5,5,0,0,0,0,1,0,place,on=to=of,bottle=table=right=salt=shaker,Place the bottle on the table to the right of the salt shaker.,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_and_place_simple-WineBottle-None-DiningTable-15/trial_T20190906_184025_017468/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,534473,2,6,A2M7VEYAS1405L_3ZR9AIQJUEQ6IRAD76TPVUN2V6X045,0,"[(right, 'left')]",0.64,25,Turn,False,534472,25,4,3,7,6,1,0,1,0,2,0,turn=return=rotate=face,to=with=to,couch=cushion=laptop=key=degree=left=couch,Turn left and return to the couch cushion with the laptop and keys. Rotate 270 degrees to the left to face the couch.,/storage/scratch2/share/eb_research/alfred/full_2.1/valid_seen/pick_two_obj_and_place-KeyChain-None-Sofa-225/trial_T20190907_143000_904569/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,490235,0,4,A3MLUEOP3CCLXL_323Q6SJS8LXRR7DYPVWTSQJA6IHHFV,0,"[(stove, beach)]",0.16,7,Turn,False,490234,7,2,1,1,1,0,0,0,0,0,0,turn=walk,to,beach,Turn around and walk to the beach,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_clean_then_place_in_recep-Pot-None-StoveBurner-26/trial_T20190907_210713_391992/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,472776,1,3,A98E8M4QLI9RS_3R8YZBNQ9KZRP7XVQ2LBDCYUYDNQ7G,1,[],1,31,open,False,472776,31,5,3,10,7,2,1,0,1,1,0,open=place=close=open=remove,on=to=of,fridge=door=wine=bottle=shelf=left=bowl=door=wine=bottle,"open the fridge door place the wine bottle on the bottom shelf to the left of the bowl. Close the door, open it again to remove the wine bottle",/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_cool_then_place_in_recep-WineBottle-None-GarbageCan-16/trial_T20190907_014947_369000/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,445879,2,4,A24RGLS3BRZ60J_3YWRV122CVGNHE9VHGXM1DREDW38UN,1,[],1,9,Take,False,445879,9,2,1,2,2,0,0,0,0,1,0,take=turn,to,ladle=right,Take the ladle and turn to the right.,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_clean_then_place_in_recep-Ladle-None-Cabinet-25/trial_T20190908_033914_770782/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,83205,1,0,A1ELPYAFO7MANS_35DR22AR5GB1IAJI6C2UVP29LP8X3J,0,"[(right, 'left')]",0.64,17,Turn,False,83203,17,4,2,3,3,1,0,0,0,1,0,turn=walk=veer,to=of,side=tv=stand,"Turn around and walk ahead, veering left to the left side of the TV Stand.",/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_and_place_simple-RemoteControl-None-Sofa-216/trial_T20190909_150104_459554/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,433518,0,8,A002160837SWJFPIAI7L7_37KGEN7NJ67VV10GMB03DTZ5TB2PPQ,0,"[(left, 'right')]",0.64,15,Close,False,433516,15,4,0,3,3,1,0,0,0,2,0,close=turn=turn=face,,microwave=trash=can,"Close the microwave, turn right then turn right to face the trash can.",/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_heat_then_place_in_recep-BreadSliced-None-GarbageCan-17/trial_T20190906_205908_665995/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66187,2,1,A320QA9HJFUOZO_3IXQG4FA2WF8ZKJZMHM5WJU174RB9K,0,"[(ground, shelf)]",0.3,12,Pick,True,66184,12,1,2,4,4,0,0,0,0,0,0,pick,up=from,tea=pot=shelf=sofa,Pick up the white tea pot from the shelf near the sofa,/storage/scratch2/share/eb_research/alfred/full_2.1/train/look_at_obj_in_light-WateringCan-None-FloorLamp-223/trial_T20190906_205726_057580/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,314335,0,6,A3C81THYYSBGVD_323Q6SJS8L7ZCWZWL3LATC3C0JEFHP,0,"[(sink, sheath)]",0.19,11,Place,False,314333,11,1,3,3,3,0,1,0,0,0,0,place,in=in=of,knife=sheath=front,Place the knife in the sheath in front of you.,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_heat_then_place_in_recep-AppleSliced-None-SinkBasin-14/trial_T20190911_073042_065308/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,339391,2,3,AM2KK02JXXW48_3YMTUJH0DV7FJPT21G6GGR99MEW4TE,1,[],1,11,Put,False,339391,11,1,2,3,3,0,0,0,0,1,0,put,in=on,card=box=table,Put the card in the right box on the table.,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_and_place_with_movable_recep-CreditCard-Box-Sofa-228/trial_T20190908_153153_601583/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,401391,1,3,A2NGMLBFZ3YQP5_3R5F3LQFV517O5QLUKLQFRWTU4TOZ8,0,"[(tomato, code)]",03,7,Slice,False,401390,7,0,1,3,3,0,0,0,0,0,0,,on,slice=code=counter,Slice code that is on counter.,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_and_place_with_movable_recep-TomatoSliced-Pot-DiningTable-11/trial_T20190907_033937_316061/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,329688,2,6,AKW57KYG90X61_3F0BG9B9MS40Y9OHHC25QY1WYW37YK,1,[],1,4,move,False,329688,4,1,1,1,1,0,0,0,0,0,0,move,towards,table,move towards the table,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_cool_then_place_in_recep-LettuceSliced-None-DiningTable-16/trial_T20190908_135706_513332/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,388177,2,4,ANBWJZYU2A68T_3TMFV4NEPB58U7KY8O14KNWDS9TW8G,1,[],1,8,Go,False,388177,8,1,2,2,2,0,0,0,0,0,0,go,to=with,counter=toaster,Go back to the counter with the toaster,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_heat_then_place_in_recep-Egg-None-CounterTop-30/trial_T20190909_130325_005206/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,476201,2,0,A1CY7IOJ9YH136_3GD6L00D3VEMT6K19TXLVTNCMXWM1D,1,[],1,13,turn,True,476201,13,3,3,3,3,1,0,0,0,1,0,turn=go=counter,around=with=on,coffee=maker=right,"turn around, go to counter with blue coffee maker on the right",/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_and_place_with_movable_recep-ButterKnife-Cup-CounterTop-26/trial_T20190907_161710_999115/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,519178,0,0,A1HKHM4NVAO98H_32Z9ZLUT1O1LXKQROYFJFKSOXIJOHW,1,[],1,12,walk,False,519178,12,1,4,4,4,0,0,0,0,1,0,walk,over=to=to=of,kitchen=counter=left=stove,walk over to the kitchen counter to the left of the stove,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_heat_then_place_in_recep-Plate-None-Shelf-7/trial_T20190906_193846_907707/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,250841,2,5,A3SFPSMFRSRTB3_3ON104KXQNN7B6XWWLBR3BG8QF04W4,0,"[(left, 'right')]",0.64,14,Put,False,250837,14,1,4,6,6,1,0,0,0,1,0,put,on=in=of=of,pan=table=front=egg=right=potato,"Put pan on table, in front of egg and right of potato.",/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_cool_then_place_in_recep-Pan-None-DiningTable-21/trial_T20190909_015141_172099/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,393359,0,4,A17TKHT8FEVH0R_3S06PH7KSUVRA10MS8NZDPKK7DOD1R,0,"[(fridge, sky)]",0.17,5,Look,False,393358,5,1,2,1,1,0,0,0,0,0,0,look,down=at,sky,Look down at the sky,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_and_place_with_movable_recep-TomatoSliced-Plate-DiningTable-15/trial_T20190918_195819_356289/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,172849,0,0,A1ELPYAFO7MANS_32Q90QCQ1V2QNJEA05FKN0E2LTGKEJ,0,"[(bathtub, left)]",0.11,10,Turn,False,172847,10,2,2,2,2,0,0,0,0,2,0,turn=walk,to=to,right=left,Turn to the right and walk to the left.,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_and_place_simple-Candle-None-SideTable-420/trial_T20190907_025655_142954/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,501627,2,0,A1OWHPMKE7YAGL_34BBWHLWHDSTYOADL2OEWQ6P10ZIW4,1,[],1,23,Turn,False,501627,23,4,4,5,5,1,1,0,1,1,0,turn=go=hang=go,towards=to=with=on,toilet=left=shelf=spray=bottle,"Turn around and go towards the toilet, hang a left and go to the shelf with the spray bottles on it.",/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_two_obj_and_place-SprayBottle-None-Toilet-429/trial_T20190907_033916_156076/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,229942,2,12,AT3C00TKZK13L_3PZDLQMM0W2G95Q6F83LXGS5K722CO,1,[],1,6,Put,False,229942,6,1,1,2,2,0,0,0,0,0,0,put,in,bowl=fridge,Put the bowl in the fridge,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_and_place_with_movable_recep-LettuceSliced-Bowl-Fridge-20/trial_T20190908_081209_000935/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,122243,1,2,A20FCMWP43CVIU_3K3R2QNK8EKNVJS5M83019MPXTLU9G,0,"[(white, 'golden')]",0.54,14,turn,True,122242,14,3,4,3,2,2,0,0,0,0,0,turn=walk=stop,around=to=in=of,table=front=table,"turn around, walk to golden table, stop in front of white table",/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_and_place_with_movable_recep-Knife-Mug-DiningTable-27/trial_T20190907_175507_645253/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,472894,2,5,AISNLDPD2DFEG_3S3AMIZX3XWBX4AK85CJUL3BBAYCDZ,1,[],1,7,Pick,False,472894,7,1,2,2,2,0,0,0,0,0,0,pick,up=on,cd=desk,Pick up the cd on the desk,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_two_obj_and_place-CD-None-Shelf-326/trial_T20190908_173701_248776/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,256322,0,0,AJQGWGESKQT4Y_336YQZE83Y5T2D7I6OOEZ5KVS9CM5V,0,"[(counter, chimney)]",0.18,13,Go,False,256320,13,2,2,3,3,0,0,0,0,2,0,go=face,to=of,chimney=left=stove,Go left and face the chimney to the left of the stove.,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_heat_then_place_in_recep-Tomato-None-Fridge-15/trial_T20190909_020250_544216/raw_images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
